Id,Predicted
1077,2435.578857421875
1082,2346.01123046875
1091,2527.697021484375
1094,2509.720947265625
1098,2539.70458984375
1105,2359.6474609375
1109,2567.481201171875
1112,2422.969482421875
1115,2491.6220703125
1116,2573.791748046875
1124,2466.39208984375
1130,2582.974853515625
1141,2551.74072265625
1143,2633.08642578125
1144,2449.441650390625
1155,2608.982177734375
1157,2667.26806640625
1158,2463.471435546875
1160,2493.7138671875
1161,2541.80224609375
1167,2518.831787109375
1170,2421.78857421875
1174,2711.00927734375
1178,2513.418701171875
1179,2498.435302734375
1181,2612.9052734375
1184,2604.646728515625
1187,2439.39013671875
1190,2430.78564453125
1191,2597.658203125
1194,2431.420166015625
1196,2366.18798828125
1198,2410.381103515625
1199,2392.911865234375
1201,2438.8203125
1205,2495.428955078125
1206,2403.57861328125
1211,2477.199951171875
1215,2683.8642578125
1217,2558.561279296875
1218,2374.90478515625
1225,2386.409912109375
1226,2442.15673828125
1229,2459.97119140625
1231,2411.91259765625
1232,2575.646240234375
1233,2605.250732421875
1237,2450.19921875
1240,2655.693359375
1246,2383.15771484375
1247,2562.865478515625
1249,2600.5869140625
1262,2491.8662109375
1274,2753.89208984375
1275,2740.751220703125
1279,2555.59228515625
1281,2469.832275390625
1282,2594.08447265625
1289,2521.456298828125
1290,2434.80712890625
1292,2481.480712890625
1294,2483.75146484375
1297,2612.63037109375
1298,2356.692626953125
1302,2528.1650390625
1309,2538.75537109375
1313,2557.967529296875
1316,2402.569580078125
1317,2492.44384765625
1321,2527.175537109375
1325,2494.101318359375
1329,2387.880859375
1332,2514.55322265625
1334,2571.040283203125
1335,2435.6787109375
1337,2413.828125
1342,2565.611572265625
1345,2599.93017578125
1346,2663.781494140625
1347,2597.5888671875
1348,2538.32958984375
1359,2536.832275390625
1362,2537.770751953125
1364,2530.369384765625
1365,2418.97021484375
1367,2424.8369140625
1368,2550.9287109375
1373,2416.9150390625
1375,2546.146240234375
1377,2407.282470703125
1381,2466.698486328125
1384,2533.16552734375
1386,2574.674560546875
1387,2543.75927734375
1390,2543.66796875
1403,2599.549072265625
1404,2586.3046875
1408,2520.64208984375
1409,2409.201904296875
1413,2568.0263671875
1414,2476.582275390625
1415,2420.50830078125
1416,2548.17333984375
1418,2479.092041015625
1421,2310.262939453125
1422,2401.4658203125
1430,2511.539794921875
1432,2482.906982421875
1449,2538.017333984375
1460,2466.077880859375
1461,2562.354736328125
1462,2457.287109375
1465,2499.908447265625
1476,2473.598388671875
1487,2525.9853515625
1491,2530.68310546875
1493,2505.7216796875
1494,2616.953125
1502,2413.609375
1504,2362.287109375
1507,2562.357177734375
1521,2630.94970703125
1523,2607.966064453125
1525,2630.95556640625
1528,2412.432373046875
1529,2501.48388671875
1532,2436.689697265625
1534,2529.865966796875
1539,2583.191650390625
1541,2422.8916015625
1565,2517.634033203125
1567,2549.107421875
1570,2429.424072265625
1573,2418.595458984375
1575,2516.845703125
1580,2523.635986328125
1583,2410.47314453125
1587,2534.3857421875
1592,2470.708740234375
1601,2456.9287109375
1602,2438.82177734375
1605,2374.86962890625
1612,2457.1103515625
1615,2486.1220703125
1622,2397.10595703125
1624,2377.419921875
1626,2646.078125
1629,2365.97705078125
1632,2618.671630859375
1635,2401.630859375
1637,2402.998046875
1642,2551.143310546875
1643,2414.35498046875
1644,2480.090576171875
1649,2416.82373046875
1650,2503.306396484375
1669,2512.0068359375
1671,2622.539794921875
1679,2533.88623046875
1682,2508.138427734375
1685,2589.3369140625
1686,2476.53515625
1690,2519.63525390625
1691,2561.178466796875
1693,2483.7470703125
1694,2403.486083984375
1696,2441.814697265625
1711,2486.927734375
1718,2569.10205078125
1724,2768.0322265625
1726,2640.59619140625
1727,2579.55908203125
1734,2437.158203125
1748,2423.4287109375
1751,2491.93359375
1755,2563.96484375
1758,2538.80419921875
1768,2450.318359375
1790,2408.136474609375
1792,2515.854736328125
1798,2561.8408203125
1800,2581.707763671875
1802,2560.52392578125
1806,2475.5849609375
1807,2402.094970703125
1819,2497.70263671875
1825,2430.440185546875
1845,2379.941650390625
1846,2502.738525390625
1849,2364.970947265625
1856,2519.16650390625
1859,2427.5205078125
1860,2458.031982421875
1863,2507.716796875
1871,2490.1455078125
1872,2511.400634765625
1873,2429.655029296875
1889,2559.58447265625
1890,2470.010009765625
1894,2517.806884765625
1895,2540.90966796875
1900,2462.275634765625
1904,2429.830322265625
1906,2561.1513671875
1907,2491.464111328125
1909,2560.144775390625
1910,2471.553466796875
1912,2499.633056640625
1915,2537.34033203125
1919,2397.9853515625
1927,2666.21435546875
1930,2580.1240234375
1931,2559.1884765625
1933,2437.770263671875
1937,2522.5986328125
1951,2506.419677734375
1952,2603.154052734375
1960,2563.110107421875
1962,2552.06982421875
1967,2518.42724609375
1968,2447.594482421875
1969,2456.543212890625
1975,2553.34814453125
1977,2437.729736328125
1978,2427.34716796875
1981,2484.385498046875
1984,2413.80029296875
1987,2719.702392578125
1988,2489.64599609375
1996,2516.55810546875
1998,2605.563720703125
1999,2601.800048828125
2000,2541.80224609375
2003,2584.451904296875
2006,2590.058837890625
2007,2397.868408203125
2013,2475.697998046875
2014,2717.33203125
2016,2525.35009765625
2022,2518.17578125
2026,2543.734130859375
2028,2552.362548828125
2029,2404.1455078125
2040,2648.552490234375
2042,2446.748046875
2043,2425.97607421875
2046,2383.85498046875
2050,2484.99462890625
2063,2656.10595703125
2065,2476.83642578125
2066,2468.841064453125
2068,2440.091552734375
2073,2528.702392578125
2077,2492.568359375
2079,2560.591552734375
2082,2597.281982421875
2085,2574.853271484375
2088,2515.3193359375
2093,2579.08447265625
2096,2401.0849609375
2105,2421.99072265625
2109,2520.53857421875
2111,2451.531494140625
2112,2493.062744140625
2114,2489.032470703125
2135,2489.15771484375
2144,2487.85888671875
2146,2493.34228515625
2148,2547.5068359375
2149,2407.25390625
2153,2402.501708984375
2159,2332.885986328125
2162,2392.947509765625
2167,2588.615966796875
2171,2565.15771484375
2182,2594.005859375
2190,2367.027099609375
2194,2396.8984375
2195,2619.926513671875
2201,2553.410888671875
2204,2464.784912109375
2211,2458.185302734375
2217,2431.4892578125
2226,2509.3740234375
2228,2563.546142578125
2234,2545.39404296875
2239,2443.556884765625
2241,2472.144287109375
2243,2526.622802734375
2254,2527.77734375
2258,2486.552978515625
2259,2455.949951171875
2263,2407.5478515625
2265,2560.47900390625
2268,2534.066650390625
2279,2525.582763671875
2280,2454.906982421875
2282,2377.401611328125
2296,2413.291259765625
2302,2527.73876953125
2303,2360.26513671875
2307,2537.97021484375
2317,2478.3515625
2320,2369.124267578125
2321,2433.1025390625
2330,2421.25244140625
2331,2452.4658203125
2334,2379.99267578125
2342,2485.798828125
2345,2398.966064453125
2352,2449.177001953125
2353,2447.73388671875
2357,2624.865478515625
2359,2579.542724609375
2360,2413.081298828125
2362,2396.62060546875
2364,2419.540771484375
2366,2524.619384765625
2367,2389.68408203125
2368,2470.983154296875
2376,2526.318359375
2378,2557.102783203125
2383,2557.36572265625
2385,2478.871337890625
2386,2461.400634765625
2389,2559.91357421875
2393,2431.946044921875
2402,2441.3134765625
2407,2560.694580078125
2421,2435.72509765625
2427,2513.256103515625
2430,2476.67626953125
2432,2693.2890625
2437,2359.33154296875
2452,2660.355224609375
2455,2523.1376953125
2458,2541.326171875
2460,2539.941650390625
2461,2542.423095703125
2463,2498.996826171875
2466,2609.093994140625
2467,2421.240234375
2468,2450.7880859375
2470,2522.995361328125
2478,2608.810546875
2480,2572.0234375
2481,2538.09765625
2489,2408.365966796875
2490,2430.532958984375
2492,2536.0078125
2496,2459.5625
2502,2472.895751953125
2522,2537.50341796875
2524,2505.40185546875
2526,2498.384765625
2528,2556.82568359375
2530,2425.612060546875
2541,2503.31298828125
2546,2626.124267578125
2548,2393.918212890625
2549,2459.918212890625
2550,2458.5439453125
2553,2499.0751953125
2558,2533.92919921875
2566,2484.4462890625
2567,2396.65869140625
2568,2560.879638671875
2570,2509.75146484375
2574,2616.207763671875
2580,2466.198486328125
2584,2546.0576171875
2585,2463.292236328125
2587,2567.215087890625
2595,2470.72802734375
2596,2466.365478515625
2601,2358.154052734375
2607,2588.58251953125
2610,2416.830810546875
2611,2542.028564453125
2615,2570.112548828125
2623,2512.4208984375
2625,2410.489501953125
2634,2431.9111328125
2638,2497.688232421875
2644,2471.759521484375
2645,2600.14404296875
2661,2700.503173828125
2665,2521.193603515625
2676,2389.112548828125
2677,2545.4091796875
2679,2477.19384765625
2681,2621.828125
2685,2547.99853515625
2687,2613.92822265625
2692,2391.548583984375
2697,2465.97802734375
2701,2424.270263671875
2702,2620.33056640625
2708,2500.961669921875
2719,2434.138916015625
2729,2479.856201171875
2734,2532.5458984375
2735,2526.388916015625
2737,2541.886474609375
2738,2398.141845703125
2740,2543.844482421875
2744,2492.86669921875
2748,2506.8974609375
2750,2501.03466796875
2753,2530.97412109375
2757,2482.239990234375
2758,2447.668212890625
2763,2569.150146484375
2767,2401.468505859375
2771,2511.801513671875
2773,2521.7314453125
2778,2352.322021484375
2782,2577.75439453125
2783,2395.388916015625
2784,2464.24755859375
2787,2430.79638671875
2789,2479.347900390625
2791,2512.32470703125
2793,2437.231201171875
2797,2538.09765625
2802,2495.384033203125
2820,2662.336181640625
2822,2472.103271484375
2826,2548.416015625
2828,2525.9912109375
2832,2421.3671875
2833,2517.949462890625
2835,2525.288818359375
2836,2611.074951171875
2841,2532.3369140625
2850,2499.0302734375
2855,2545.669921875
2858,2778.397216796875
2860,2506.013671875
2861,2441.328857421875
2864,2606.942626953125
2866,2510.8525390625
2882,2448.448974609375
2883,2460.029296875
2892,2526.9443359375
2894,2457.0185546875
2896,2614.232421875
2900,2520.56494140625
2902,2387.746337890625
2910,2478.843994140625
2911,2392.590576171875
2912,2420.43994140625
2916,2449.618408203125
2923,2377.984130859375
2929,2703.1640625
2934,2416.309814453125
2936,2586.884033203125
2939,2376.14599609375
2946,2535.960693359375
2948,2474.18017578125
2952,2545.464599609375
2954,2582.6357421875
2955,2471.257568359375
2957,2489.51171875
2962,2534.12548828125
2964,2415.4013671875
2966,2445.684326171875
2970,2541.828369140625
2974,2545.97021484375
2982,2689.201171875
2987,2503.927490234375
2988,2578.576416015625
2990,2602.64990234375
2995,2539.984375
2996,2424.470947265625
2999,2459.09814453125
3003,2537.011474609375
3006,2412.66357421875
3007,2421.896728515625
3008,2526.0087890625
3010,2400.8720703125
3013,2402.24951171875
3015,2493.82373046875
3017,2387.4658203125
3023,2553.2646484375
3027,2361.667236328125
3035,2660.162841796875
3038,2404.330810546875
3041,2253.233642578125
3045,2511.273193359375
3049,2469.488037109375
3051,2495.0185546875
3052,2570.70361328125
3063,2409.73974609375
3066,2606.527099609375
3074,2675.896728515625
3078,2586.911376953125
3080,2556.7490234375
3082,2530.94921875
3087,2421.016357421875
3089,2597.8076171875
3092,2399.713134765625
3104,2607.810791015625
3105,2465.166015625
3109,2402.055908203125
3110,2540.510009765625
3116,2479.94677734375
3117,2411.640380859375
3118,2554.251953125
3119,2435.012451171875
3120,2556.241943359375
3121,2580.582763671875
3122,2549.924560546875
3123,2496.98876953125
3131,2378.87451171875
3134,2562.167724609375
3137,2557.85693359375
3144,2517.87890625
3146,2447.919189453125
3148,2459.1962890625
3154,2422.586181640625
3158,2598.171630859375
3162,2604.1640625
3164,2579.459228515625
3168,2469.06787109375
3169,2550.62451171875
3170,2499.275390625
3174,2412.78466796875
3176,2456.7548828125
3177,2476.681640625
3178,2547.850830078125
3180,2629.986328125
3184,2464.384765625
3186,2738.2431640625
3197,2484.905517578125
3204,2462.884521484375
3214,2502.99560546875
3226,2593.6171875
3229,2431.1123046875
3234,2513.374267578125
3235,2551.932373046875
3239,2538.09765625
3246,2370.23974609375
3248,2560.591552734375
3253,2542.828369140625
3256,2539.7080078125
3258,2421.6767578125
3259,2554.276611328125
3263,2422.612548828125
3266,2409.634033203125
3276,2668.30859375
3286,2639.59521484375
3291,2402.501708984375
3295,2436.430908203125
3299,2406.273193359375
3301,2572.4619140625
3305,2489.563232421875
3313,2606.100830078125
3315,2519.718505859375
3319,2529.937255859375
3321,2526.983154296875
3322,2660.4013671875
3324,2411.59423828125
3326,2532.584228515625
3327,2467.076171875
3328,2562.27685546875
3330,2458.708740234375
3331,2520.97021484375
3334,2453.62939453125
3340,2544.382080078125
3343,2574.220458984375
3344,2440.20068359375
3351,2508.48681640625
3353,2460.81494140625
3355,2413.34716796875
3364,2550.1484375
3366,2469.831787109375
3367,2481.480712890625
3368,2650.779541015625
3369,2527.05859375
3372,2522.995361328125
3374,2605.329345703125
3380,2433.25927734375
3384,2497.949951171875
3389,2533.6328125
3390,2541.068603515625
3393,2480.766357421875
3395,2475.268310546875
3400,2366.47509765625
3405,2443.4111328125
3413,2529.621337890625
3417,2568.99072265625
3429,2577.670166015625
3443,2493.634521484375
3446,2529.5576171875
3448,2536.8837890625
3453,2485.871337890625
3455,2568.14794921875
3456,2379.658935546875
3459,2549.9541015625
3462,2529.436279296875
3463,2436.163818359375
3464,2488.750732421875
3472,2482.4912109375
3473,2405.191162109375
3476,2442.0458984375
3480,2376.3779296875
3483,2519.306640625
3486,2385.306640625
3488,2463.645263671875
3490,2632.435791015625
3491,2614.087158203125
3492,2552.996826171875
3493,2400.518798828125
3496,2547.7685546875
3497,2558.87744140625
3499,2450.799560546875
3502,2490.34814453125
3508,2581.12646484375
3509,2438.3984375
3513,2509.674072265625
3514,2716.93505859375
3518,2378.177734375
3527,2595.088134765625
3528,2464.726806640625
3532,2429.943603515625
3535,2480.588134765625
3536,2582.419921875
3541,2418.077392578125
3543,2694.69189453125
3544,2680.609375
3547,2454.141357421875
3556,2537.597900390625
3557,2531.259521484375
3562,2490.156005859375
3573,2505.31982421875
3580,2346.768798828125
3583,2470.84130859375
3586,2479.749755859375
3595,2562.061767578125
3596,2570.112548828125
3602,2366.06201171875
3605,2500.20263671875
3607,2423.423095703125
3610,2443.4111328125
3616,2461.488525390625
3622,2478.69482421875
3623,2485.699951171875
3625,2391.791015625
3635,2594.308837890625
3636,2443.13427734375
3644,2554.758544921875
3654,2495.81884765625
3659,2666.505859375
3670,2412.921142578125
3683,2616.9365234375
3684,2604.22216796875
3689,2540.05615234375
3691,2322.090087890625
3696,2446.39404296875
3705,2503.63232421875
3707,2609.805908203125
3715,2432.471923828125
3718,2452.205810546875
3719,2409.0908203125
3721,2566.455078125
3728,2544.921630859375
3739,2356.1669921875
3741,2410.73681640625
3744,2470.5283203125
3750,2555.862060546875
3754,2560.7373046875
3764,2602.39111328125
3766,2492.244384765625
3774,2402.419677734375
3778,2523.523681640625
3781,2479.092041015625
3784,2567.921142578125
3794,2603.34423828125
3795,2471.783447265625
3796,2410.13134765625
3797,2406.140625
3800,2484.916748046875
3808,2459.619384765625
3810,2518.267578125
3816,2651.792236328125
3819,2505.69091796875
3824,2372.299560546875
3826,2810.3876953125
3827,2502.114013671875
3829,2584.309326171875
3835,2708.52783203125
3839,2423.36181640625
3842,2548.20166015625
3843,2535.34716796875
3847,2542.4189453125
3854,2284.005859375
3856,2503.770751953125
3859,2466.286865234375
3860,2466.500244140625
3862,2520.38232421875
3863,2387.374267578125
3865,2603.154052734375
3867,2568.763916015625
3869,2493.802490234375
3870,2445.6396484375
3871,2503.588623046875
3873,2695.477783203125
3874,2538.836669921875
3877,2410.01416015625
3881,2394.87744140625
3882,2398.616455078125
3885,2486.32275390625
3888,2590.670166015625
3898,2603.2646484375
3902,2603.215087890625
3904,2498.947021484375
3905,2519.780517578125
3911,2400.219970703125
3920,2589.059326171875
3925,2624.585205078125
3926,2558.89990234375
3927,2589.936279296875
3933,2713.3935546875
3934,2714.64111328125
3949,2653.822265625
3950,2560.153564453125
3955,2539.69482421875
3956,2566.913818359375
3958,2617.21435546875
3960,2491.160400390625
3961,2495.626953125
3964,2506.661865234375
3968,2506.50634765625
3975,2410.018310546875
3982,2509.26171875
3983,2521.431396484375
3986,2424.661376953125
3993,2407.476806640625
3994,2596.35693359375
3995,2426.799560546875
3999,2379.350341796875
4001,2504.486328125
4005,2530.742919921875
4014,2573.65478515625
4020,2346.1162109375
4029,2421.37451171875
4031,2424.7763671875
4041,2537.95849609375
4046,2539.771484375
4054,2515.780029296875
4055,2591.529296875
4058,2509.85498046875
4065,2503.370849609375
4068,2548.793212890625
4070,2495.865478515625
4073,2385.382080078125
4076,2546.150390625
4082,2395.3330078125
4086,2547.790283203125
4091,2514.775634765625
4095,2549.509033203125
4101,2430.044189453125
4105,2426.8857421875
4108,2443.178466796875
4110,2493.35107421875
4111,2508.24072265625
4112,2535.884521484375
4114,2588.889892578125
4116,2446.028076171875
4117,2429.679443359375
4121,2591.0791015625
4124,2536.412353515625
4126,2515.0322265625
4129,2615.017822265625
4133,2477.341796875
4138,2579.548583984375
4143,2423.852294921875
4145,2603.46923828125
4148,2549.61865234375
4150,2525.220947265625
4152,2489.432861328125
4157,2449.05078125
4172,2477.716552734375
4180,2396.69384765625
4186,2511.517333984375
4189,2546.650390625
4192,2679.5
4193,2512.52392578125
4197,2653.98095703125
4198,2547.3857421875
4201,2544.13525390625
4205,2486.738037109375
4213,2539.550048828125
4219,2479.822998046875
4223,2524.144287109375
4231,2558.3115234375
4233,2555.2568359375
4234,2490.82177734375
4239,2353.544189453125
4243,2562.0908203125
4246,2498.78662109375
4250,2474.34033203125
4251,2450.826171875
4267,2547.8525390625
4268,2423.370361328125
4270,2559.547607421875
4272,2516.310791015625
4279,2559.150146484375
4282,2500.70068359375
4283,2437.849853515625
4286,2352.277587890625
4287,2532.929443359375
4288,2584.239501953125
4290,2545.612060546875
4293,2538.09765625
4296,2536.93115234375
4304,2484.338623046875
4320,2412.5166015625
4328,2634.46826171875
4329,2559.93896484375
4330,2555.091552734375
4334,2376.5830078125
4342,2482.580078125
4348,2562
4351,2586.70947265625
4359,2414.651611328125
4360,2680.471923828125
4361,2421.60595703125
4366,2411.331787109375
4367,2582.75048828125
4371,2526.389892578125
4373,2534.469970703125
4374,2727.255126953125
4378,2554.002197265625
4380,2519.927001953125
4383,2732.376220703125
4384,2453.142333984375
4387,2579.7490234375
4396,2499.369873046875
4401,2425.86767578125
4403,2571.013916015625
4404,2402.843017578125
4405,2530.68310546875
4406,2458.94189453125
4409,2766.734619140625
4411,2599.7607421875
4416,2688.760498046875
4419,2466.931884765625
4420,2431.126708984375
4422,2540.934814453125
4429,2513.5380859375
4430,2500.925537109375
4433,2346.406005859375
4435,2613.77392578125
4438,2416.635498046875
4440,2538.16552734375
4441,2439.726318359375
4447,2537.03076171875
4448,2503.175537109375
4456,2464.943603515625
4458,2511.209228515625
4460,2549.845703125
4464,2514.21240234375
4473,2488.292236328125
4475,2428.578857421875
4476,2420.609130859375
4477,2402.904052734375
4480,2378.111083984375
4481,2513.523193359375
4483,2462.11962890625
4487,2646.5595703125
4490,2561.72412109375
4492,2353.8046875
4500,2499.0126953125
4502,2592.40087890625
4503,2615.700927734375
4515,2474.044921875
4518,2418.699462890625
4525,2397.67138671875
4527,2585.364013671875
4537,2449.005615234375
4539,2533.446533203125
4540,2507.419189453125
4542,2511.72802734375
4543,2533.92919921875
4544,2385.416015625
4546,2671.2333984375
4560,2485.588134765625
4561,2484.316162109375
4567,2453.111328125
4569,2532.998779296875
4571,2462.654541015625
4572,2568.705810546875
4580,2494.8330078125
4587,2589.8740234375
4592,2468.93408203125
4598,2568.7158203125
4599,2650.701171875
4600,2444.60595703125
4603,2596.980712890625
4607,2365.656982421875
4608,2462.64404296875
4612,2528.07861328125
4622,2370.5283203125
4627,2404.18896484375
4633,2573.546630859375
4638,2548.239013671875
4643,2540.6240234375
4644,2527.398193359375
4650,2548.42529296875
4651,2491.24755859375
4652,2503.050537109375
4655,2418.009521484375
4657,2550.46533203125
4658,2552.522705078125
4659,2550.989013671875
4660,2652.338623046875
4661,2589.39013671875
4667,2434.8935546875
4668,2633.912353515625
4669,2413.708740234375
4677,2552.677001953125
4678,2438.7880859375
4679,2461.35986328125
4680,2398.55615234375
4682,2527.582275390625
4684,2458.44091796875
4694,2476.609130859375
4695,2574.004638671875
4699,2598.73828125
4700,2707.032470703125
4706,2572.00830078125
4708,2645.939208984375
4715,2503.3232421875
4717,2609.825439453125
4721,2622.2021484375
4723,2586.884033203125
4728,2475.888671875
4732,2430.272705078125
4744,2410.456787109375
4749,2445.537109375
4751,2449.621826171875
4753,2406.396240234375
4761,2647.856201171875
4766,2508.552001953125
4767,2532.023681640625
4772,2635.068603515625
4789,2500.34326171875
4790,2449.122314453125
4801,2399.617919921875
4802,2516.823486328125
4803,2548.527587890625
4807,2650.19189453125
4810,2542.075927734375
4820,2434.547607421875
4824,2678.08984375
4835,2536.7412109375
4837,2433.844482421875
4838,2479.541015625
4841,2621.820068359375
4848,2509.3212890625
4849,2533.32080078125
4851,2494.213134765625
4852,2557.83837890625
4856,2592.342529296875
4862,2569.474609375
4864,2594.85791015625
4868,2523.769287109375
4873,2387.84814453125
4874,2565.869384765625
4875,2466.533935546875
4876,2549.665283203125
4881,2470.27587890625
4883,2698.925537109375
4887,2687.373779296875
4888,2604.55810546875
4893,2485.3671875
4895,2521.974853515625
4899,2626.598388671875
4901,2546.799560546875
4908,2594.656005859375
4921,2392.25341796875
4923,2522.5703125
4927,2576.4541015625
4933,2544.6474609375
4934,2586.928955078125
4936,2481.486083984375
4938,2497.418701171875
4946,2514.2109375
4949,2553.130126953125
4950,2550.7548828125
4952,2606.244384765625
4957,2723.521240234375
4961,2725.985595703125
4967,2646.62060546875
4968,2601.27685546875
4971,2502.560302734375
4972,2424.171142578125
4979,2464.640380859375
4980,2448.57666015625
4987,2498.729248046875
4989,2543.702880859375
4992,2557.21923828125
4993,2504.436279296875
4997,2374.425537109375
4998,2357.03857421875
5000,2595.51513671875
5012,2500.482421875
5024,2407.37109375
5027,2430.667724609375
5028,2526.906494140625
5032,2529.9931640625
5035,2411.463134765625
5046,2465.22705078125
5053,2619.78515625
5059,2381.4130859375
5060,2575.541015625
5062,2403.71826171875
5064,2574.6533203125
5066,2517.43310546875
5068,2553.82080078125
5078,2545.026611328125
5082,2498.071533203125
5084,2465.58349609375
5088,2491.4111328125
5095,2495.409423828125
5097,2497.34912109375
5111,2501.51708984375
5113,2718.83056640625
5114,2525.393310546875
5115,2526.389892578125
5120,2613.6298828125
5121,2589.097900390625
5124,2600.14404296875
5128,2445.195556640625
5131,2378.93603515625
5138,2536.77783203125
5141,2366.9580078125
5158,2359.74267578125
5160,2441.681884765625
5171,2437.736572265625
5173,2559.2666015625
5174,2653.03955078125
5175,2604.569091796875
